Name,Age,Location,Device Usage Log,Voice Command,Security Footage Description,Home Automation Setting,Network Information,Customer Service Interaction
Heather Colon,63,"Port Pamelaton, Burundi","{'device': 'Thermostat', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 10:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '197.122.44.34', 'Wifi_network': 'effect', 'Device_ID': '66a3b6e7-551a-4ae3-9e17-d397cb31cc2f'}",The device is making a strange noise
Melissa Golden,40,"Melissaville, Falkland Islands (Malvinas)","{'device': 'Thermostat', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 21:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '159.64.159.1', 'Wifi_network': 'prepare', 'Device_ID': '0213c345-944f-4fe4-a857-2b4f59079cb5'}",How do I set up voice recognition?
Logan Gray,47,"Kennedyland, Antarctica (the territory South of 60 deg S)","{'device': 'Smart Light', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-28 01:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '146.68.152.119', 'Wifi_network': 'poor', 'Device_ID': '7ea63ca4-f180-4d3a-82f6-eb9d45b48cfc'}",
Beth Morrow,71,"New Lisa, Netherlands Antilles","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 05:44:53', 'usage_end': '2023-10-27 20:44:53'}",Play music,"{'time': '2023-10-27 08:44:53', 'activity': None}",,"{'IP_address': '94.140.50.84', 'Wifi_network': 'commercial', 'Device_ID': 'f01cd11e-87cd-4039-a6f7-bda6268a91b3'}",
Michael Allen,32,"Brendaberg, Bulgaria","{'device': 'Smart Lock', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-28 00:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '22.103.237.107', 'Wifi_network': 'finally', 'Device_ID': '6a6022d5-5f83-48fb-829e-ebdddbc33f63'}",Can I add multiple users?
Wayne Carpenter MD,44,"New Ryanland, Saint Lucia","{'device': 'Smart Lock', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-27 07:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '31.113.47.173', 'Wifi_network': 'center', 'Device_ID': '487ba2ea-5f38-4565-81de-bc16e8ecdcd7'}",Can I add multiple users?
Lorraine Arnold,38,"West Samantha, Bosnia and Herzegovina","{'device': 'Smart Lock', 'usage_start': '2023-10-27 06:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 09:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '30.162.30.51', 'Wifi_network': 'wind', 'Device_ID': '6715a50c-0998-4a71-9b99-54b7e62cf4f9'}",
Aimee Duncan,46,"Port Heathershire, Saint Vincent and the Grenadines","{'device': 'Smart Lock', 'usage_start': '2023-10-28 01:44:53', 'usage_end': '2023-10-28 02:44:53'}",,"{'time': '2023-10-28 05:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '108.189.178.64', 'Wifi_network': 'evidence', 'Device_ID': 'e4c821f8-8b63-4360-b832-fc49d36c0233'}",The device is making a strange noise
Clifford Maynard,23,"Matthewberg, Gambia","{'device': 'Smart Light', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '48.158.83.239', 'Wifi_network': 'argue', 'Device_ID': 'a256956d-da57-4f2b-aef4-6294e4d2a9ba'}",
Bailey Costa,66,"Lake Conniestad, Bahamas","{'device': 'Thermostat', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 13:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '25.244.127.78', 'Wifi_network': 'article', 'Device_ID': 'cd0220c6-7e80-4f36-af83-978652e025db'}",
William Scott,68,"Johnshire, Aruba","{'device': 'Thermostat', 'usage_start': '2023-10-27 15:44:53', 'usage_end': '2023-10-27 23:44:53'}",,"{'time': '2023-10-27 20:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '169.230.235.128', 'Wifi_network': 'citizen', 'Device_ID': '6765e307-2ce4-4d29-bb82-882702ebd300'}",
Nicholas Ramirez,28,"Alexton, Tunisia","{'device': 'Smart Lock', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-27 07:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '38.21.85.104', 'Wifi_network': 'off', 'Device_ID': 'f34d897e-efad-4dbe-86bb-045a75e6744d'}",
Maria Conley,66,"Port Justin, Greenland","{'device': 'Smart Lock', 'usage_start': '2023-10-27 19:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '46.138.187.146', 'Wifi_network': 'war', 'Device_ID': '92932048-b593-42f4-94f9-e4fe0db6ef88'}",How do I set up voice recognition?
Debra Mckenzie,58,"West Anne, Kenya","{'device': 'Smart Lock', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 13:44:53'}",,"{'time': '2023-10-27 19:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '149.96.18.216', 'Wifi_network': 'claim', 'Device_ID': '43ab773e-9a00-4801-8995-3dc4538763e8'}",Device not responding
Caitlin Griffith,73,"Port Adam, Kiribati","{'device': 'Smart Lock', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-27 10:44:53'}",,"{'time': '2023-10-28 02:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '26.123.199.29', 'Wifi_network': 'beyond', 'Device_ID': '145be0bb-4b23-4f8e-ab96-92b0f84bde8a'}",
Kendra Taylor,25,"Kylefurt, Saint Pierre and Miquelon","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 05:44:53', 'usage_end': '2023-10-28 04:44:53'}",Read my notifications,"{'time': '2023-10-28 00:44:53', 'activity': None}",,"{'IP_address': '95.178.161.83', 'Wifi_network': 'down', 'Device_ID': 'db8f8602-f99a-4ab3-a78a-f96d0ad8a8da'}",
Steven Snyder,54,"Robersonmouth, Gabon","{'device': 'Thermostat', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-27 18:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '217.150.12.1', 'Wifi_network': 'various', 'Device_ID': 'c299e5eb-772c-481e-9508-13a8e13916d9'}",Can I add multiple users?
Ryan Waller,52,"South Christinatown, Senegal","{'device': 'Security Camera', 'usage_start': '2023-10-27 05:44:53', 'usage_end': '2023-10-27 13:44:53'}",,"{'time': '2023-10-27 12:44:53', 'activity': 'Motion in living room at night'}",,"{'IP_address': '92.108.242.70', 'Wifi_network': 'international', 'Device_ID': '81f56c53-9d55-4501-a1e0-3e4c22c8e410'}",Can I add multiple users?
Emily Castro,65,"East Diana, United Arab Emirates","{'device': 'Smart Light', 'usage_start': '2023-10-27 15:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-27 13:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '220.20.30.8', 'Wifi_network': 'add', 'Device_ID': '47096975-8507-46fe-8601-32d1dc2eea08'}",How do I set up voice recognition?
Benjamin Ware,40,"Williamview, Kiribati","{'device': 'Smart Lock', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-27 10:44:53'}",,"{'time': '2023-10-27 16:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '31.232.87.228', 'Wifi_network': 'century', 'Device_ID': '52c4eea9-ffa4-4d64-9544-804ffe9ac1e2'}",Can I add multiple users?
Jessica Faulkner,23,"Lake Eugeneport, Mozambique","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 14:44:53'}",Play music,"{'time': '2023-10-28 05:44:53', 'activity': None}",,"{'IP_address': '161.92.108.227', 'Wifi_network': 'identify', 'Device_ID': '1d8a7a41-f657-4b42-bb14-0f34d95a65c5'}",Device not responding
Scott Benjamin,25,"Lake Anthonystad, Switzerland","{'device': 'Smart Light', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 11:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '99.133.10.114', 'Wifi_network': 'experience', 'Device_ID': '812ae1d2-50a9-46c0-93f6-2494edb0fc2b'}",
Gabrielle Huang,28,"Lintown, Sri Lanka","{'device': 'Thermostat', 'usage_start': '2023-10-28 01:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '184.130.240.125', 'Wifi_network': 'wind', 'Device_ID': 'b5663af8-dcef-4fa0-aff0-104131483095'}",
Ryan Kent,68,"Lake Brianport, Sierra Leone","{'device': 'Security Camera', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-27 23:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '144.218.10.243', 'Wifi_network': 'unit', 'Device_ID': '32339d78-ca6a-4d10-b549-f1b844b5b382'}",
Maria Moran,33,"Martinezville, Saudi Arabia","{'device': 'Smart Light', 'usage_start': '2023-10-27 15:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-27 11:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '175.226.142.244', 'Wifi_network': 'move', 'Device_ID': '56bff3ef-505b-4114-8a0d-edc50d77037d'}",Device not responding
Diane Robinson,43,"North Barbarashire, American Samoa","{'device': 'Smart Lock', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 13:44:53'}",,"{'time': '2023-10-27 18:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '113.100.250.84', 'Wifi_network': 'character', 'Device_ID': '2be1e2e7-33b4-4215-9017-a384a76dcec4'}",
Connor Miller,27,"North Michael, Kyrgyz Republic","{'device': 'Smart Light', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-28 02:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '42.119.85.35', 'Wifi_network': 'up', 'Device_ID': 'a69e59d5-6a69-4597-8add-8e1cea52ab4b'}",The device is making a strange noise
Katherine Mccoy,60,"Port Nicholasburgh, Greenland","{'device': 'Thermostat', 'usage_start': '2023-10-27 05:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 08:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '103.79.155.49', 'Wifi_network': 'report', 'Device_ID': 'fb0895a6-0fa2-4b93-904c-b2814994b351'}",How do I set up voice recognition?
Jeanette Blankenship,34,"Susanfort, Puerto Rico","{'device': 'Smart Lock', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 10:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '14.9.237.142', 'Wifi_network': 'sense', 'Device_ID': 'e00bcad0-e4f6-4b41-919c-f751c8ec4718'}",
Nancy Hernandez,21,"Williamtown, French Southern Territories","{'device': 'Smart Light', 'usage_start': '2023-10-28 03:44:53', 'usage_end': '2023-10-27 18:44:53'}",,"{'time': '2023-10-27 07:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '187.34.124.131', 'Wifi_network': 'nature', 'Device_ID': 'd0ac7b21-cc02-4cac-8d01-43ea91b7cdff'}",How do I set up voice recognition?
Sara Hughes,38,"Hernandezland, Ireland","{'device': 'Smart Lock', 'usage_start': '2023-10-27 19:44:53', 'usage_end': '2023-10-28 00:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '171.34.71.134', 'Wifi_network': 'baby', 'Device_ID': 'f2b2185f-09a3-48c1-b84d-b0eea0a0fcd1'}",Device not responding
Jacob Malone,57,"Lynchton, Lao People's Democratic Republic","{'device': 'Smart Lock', 'usage_start': '2023-10-28 01:44:53', 'usage_end': '2023-10-27 10:44:53'}",,"{'time': '2023-10-27 13:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '124.231.175.76', 'Wifi_network': 'firm', 'Device_ID': '2dd9b267-28d3-43f3-9f3a-a7e71d7dba5a'}",
Connor Hill,58,"East Christinetown, Sao Tome and Principe","{'device': 'Smart Lock', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-27 12:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '16.185.1.137', 'Wifi_network': 'voice', 'Device_ID': '7e5bcae3-0eba-42ed-81fe-75ead20b8e19'}",Can I add multiple users?
Edward Kirby,51,"Martinfurt, Egypt","{'device': 'Security Camera', 'usage_start': '2023-10-27 23:44:53', 'usage_end': '2023-10-27 17:44:53'}",,"{'time': '2023-10-27 09:44:53', 'activity': 'Opened front door'}",,"{'IP_address': '142.139.50.180', 'Wifi_network': 'we', 'Device_ID': '05e90cfc-03cc-4b40-a939-a091a48f49d2'}",
Robin Perez,43,"Lake Tina, Sao Tome and Principe","{'device': 'Smart Light', 'usage_start': '2023-10-27 08:44:53', 'usage_end': '2023-10-28 03:44:53'}",,"{'time': '2023-10-28 01:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '96.47.188.106', 'Wifi_network': 'future', 'Device_ID': 'fa88d1f2-bb2a-4c51-92cf-744a9175c161'}",How do I set up voice recognition?
Rachel Bryant,23,"North Johnny, Hong Kong","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-27 19:44:53'}",Set an alarm for 7 AM,"{'time': '2023-10-28 03:44:53', 'activity': None}",,"{'IP_address': '121.173.78.165', 'Wifi_network': 'provide', 'Device_ID': '2ed683dd-f78e-403a-8ea3-673d164991b8'}",The device is making a strange noise
Douglas Flores,31,"Phambury, French Southern Territories","{'device': 'Thermostat', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-27 08:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '183.252.125.136', 'Wifi_network': 'room', 'Device_ID': '3ef44bf5-ab14-4140-9feb-612f6b896a04'}",Device not responding
Elizabeth Lyons,50,"Kelseychester, Costa Rica","{'device': 'Smart Lock', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 14:44:53'}",,"{'time': '2023-10-27 18:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '164.35.13.59', 'Wifi_network': 'project', 'Device_ID': '82cce080-1397-4a1a-a54c-5e507a0562eb'}",The device is making a strange noise
Danny Cobb,42,"New Matthewbury, Mayotte","{'device': 'Smart Lock', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 18:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '46.62.56.163', 'Wifi_network': 'share', 'Device_ID': 'ffbbe978-61a7-4ca5-9e4a-1c498fbffa3c'}",How do I set up voice recognition?
Mrs. Casey Vega,68,"Caldwellview, Georgia","{'device': 'Security Camera', 'usage_start': '2023-10-27 15:44:53', 'usage_end': '2023-10-27 11:44:53'}",,"{'time': '2023-10-27 15:44:53', 'activity': 'Opened front door'}",,"{'IP_address': '31.22.109.46', 'Wifi_network': 'parent', 'Device_ID': 'b548e746-aa22-49f5-9397-88b826e66097'}",Can I add multiple users?
Ms. Tiffany Perez,28,"Port Sherry, Norfolk Island","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-28 05:44:53'}",What’s the weather?,"{'time': '2023-10-27 09:44:53', 'activity': None}",,"{'IP_address': '136.24.18.172', 'Wifi_network': 'yes', 'Device_ID': '81cf914f-4209-45d0-84d6-e3e3d6ddd1ba'}",
Bradley Roach,70,"Mcdowellbury, Peru","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 05:44:53', 'usage_end': '2023-10-28 03:44:53'}",Turn off the living room light,"{'time': '2023-10-27 10:44:53', 'activity': None}",,"{'IP_address': '95.166.210.240', 'Wifi_network': 'student', 'Device_ID': '72a135e3-4682-411d-b094-7d3828d8bc69'}",
Joseph Bates,45,"South Michelleside, Dominica","{'device': 'Smart Lock', 'usage_start': '2023-10-27 10:44:53', 'usage_end': '2023-10-27 12:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '76.194.226.217', 'Wifi_network': 'current', 'Device_ID': 'ee1c45bd-f70c-47d0-abd1-27b7f23d6bba'}",
Marcia Daniels,36,"East Williamborough, Serbia","{'device': 'Smart Light', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-27 12:44:53'}",,"{'time': '2023-10-28 05:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '162.177.187.8', 'Wifi_network': 'between', 'Device_ID': 'c80db007-9d90-43a8-a446-9bf5f643e109'}",
Matthew Palmer,35,"Lake Joshuaport, Niue","{'device': 'Smart Light', 'usage_start': '2023-10-28 05:44:53', 'usage_end': '2023-10-28 01:44:53'}",,"{'time': '2023-10-27 22:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '129.174.189.64', 'Wifi_network': 'buy', 'Device_ID': 'e5a267bd-a17b-4fa9-8dd3-6674fcb350bf'}",
Michael Logan,66,"New Janetland, Uruguay","{'device': 'Smart Lock', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-28 01:44:53'}",,"{'time': '2023-10-27 08:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '214.190.167.105', 'Wifi_network': 'interesting', 'Device_ID': '2651f22e-d9bd-475a-a464-01309829f9cf'}",
Martin Robinson,43,"East Mikayla, Papua New Guinea","{'device': 'Security Camera', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-28 03:44:53'}",,"{'time': '2023-10-27 20:44:53', 'activity': 'Unknown person in backyard'}",,"{'IP_address': '71.156.173.64', 'Wifi_network': 'federal', 'Device_ID': '88f57517-a35b-4ba7-bef1-ca62650201e8'}",Can I add multiple users?
Diana Werner,31,"Sethchester, Burkina Faso","{'device': 'Thermostat', 'usage_start': '2023-10-27 13:44:53', 'usage_end': '2023-10-27 11:44:53'}",,"{'time': '2023-10-27 10:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '2.33.170.26', 'Wifi_network': 'page', 'Device_ID': 'ff28ee9d-839d-4428-b2af-a9f833ca8aa6'}",
Michael Mckinney,74,"Dennischester, Mozambique","{'device': 'Security Camera', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-28 00:44:53', 'activity': 'Window broken'}",,"{'IP_address': '33.51.95.148', 'Wifi_network': 'central', 'Device_ID': '27c8be1e-2bae-4ab6-86f0-cbc64b9d035b'}",The device is making a strange noise
Judith Ortega,64,"Jenniferview, Gibraltar","{'device': 'Smart Lock', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 12:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '116.7.110.159', 'Wifi_network': 'pick', 'Device_ID': '2348bc2c-a750-4263-b45e-287188ffb2ba'}",The device is making a strange noise
Madeline Wang,58,"Port Jennifer, United States Minor Outlying Islands","{'device': 'Smart Light', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 23:44:53'}",,"{'time': '2023-10-28 00:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '128.103.211.54', 'Wifi_network': 'amount', 'Device_ID': 'cb10b25a-8595-47cb-9e0a-ccf67a81dbde'}",The device is making a strange noise
Christine Meyer,41,"New Traci, Greece","{'device': 'Smart Lock', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-28 00:44:53'}",,"{'time': '2023-10-27 19:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '155.231.246.59', 'Wifi_network': 'down', 'Device_ID': '17eda890-86d2-46d7-84f4-468ec8cf7973'}",How do I set up voice recognition?
Sonya Miller,56,"Scottberg, Syrian Arab Republic","{'device': 'Smart Light', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-28 05:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '151.80.1.128', 'Wifi_network': 'night', 'Device_ID': '92612992-ff0b-42f9-846b-f18480c95198'}",Device not responding
Lisa Walker,32,"Jenniferfort, United Kingdom","{'device': 'Smart Light', 'usage_start': '2023-10-27 18:44:53', 'usage_end': '2023-10-28 03:44:53'}",,"{'time': '2023-10-27 15:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '45.72.22.58', 'Wifi_network': 'charge', 'Device_ID': '719b9fd8-6b59-490c-a9aa-b77a860dc178'}",
Duane Silva,63,"East Stephanieside, Mexico","{'device': 'Smart Light', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 17:44:53'}",,"{'time': '2023-10-27 14:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '118.147.190.43', 'Wifi_network': 'only', 'Device_ID': 'e7c41bb0-3b84-404d-8bec-adb9fa10c731'}",
Robert Franklin,67,"West Kimberlystad, British Indian Ocean Territory (Chagos Archipelago)","{'device': 'Smart Light', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-27 07:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '6.146.16.165', 'Wifi_network': 'degree', 'Device_ID': '7c7de171-231c-4c95-8a8b-cd22d629d8f6'}",
Rhonda Gibson,24,"West Manuelstad, Norfolk Island","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-27 19:44:53'}",Turn off the living room light,"{'time': '2023-10-28 03:44:53', 'activity': None}",,"{'IP_address': '174.123.127.216', 'Wifi_network': 'drop', 'Device_ID': '6db06577-391e-46f0-9046-ed7c9bd56a88'}",The device is making a strange noise
Lisa Roberts,67,"East Lisaborough, Libyan Arab Jamahiriya","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 02:44:53', 'usage_end': '2023-10-27 08:44:53'}",Play music,"{'time': '2023-10-27 12:44:53', 'activity': None}",,"{'IP_address': '99.73.176.27', 'Wifi_network': 'agreement', 'Device_ID': '7bb84a8d-44ae-4163-90d7-014f62a07e6a'}",
Andrew Phillips,60,"Lake Ryan, Holy See (Vatican City State)","{'device': 'Smart Lock', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-28 03:44:53'}",,"{'time': '2023-10-28 03:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '97.34.252.70', 'Wifi_network': 'share', 'Device_ID': '070405a9-0c02-4b6b-b023-a8ecd056077c'}",
Sarah Floyd,65,"Martinezland, Palau","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 10:44:53'}",Play music,"{'time': '2023-10-27 21:44:53', 'activity': None}",,"{'IP_address': '77.160.160.97', 'Wifi_network': 'now', 'Device_ID': 'e5389441-0ca8-4a2f-8ccb-ac221b358467'}",
Karen Oneal,52,"Port Patriciamouth, Tajikistan","{'device': 'Thermostat', 'usage_start': '2023-10-27 06:44:53', 'usage_end': '2023-10-27 10:44:53'}",,"{'time': '2023-10-28 05:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '8.158.188.176', 'Wifi_network': 'hair', 'Device_ID': '037d08f5-cce4-4209-9a64-44af52cbc11b'}",The device is making a strange noise
Adam Robertson,29,"Millertown, Djibouti","{'device': 'Smart Light', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 08:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '54.198.66.10', 'Wifi_network': 'main', 'Device_ID': '628a192b-bff3-4ef6-986c-266fee6e30ca'}",
Denise Richardson,62,"Grahamside, Serbia","{'device': 'Security Camera', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': 'Motion in living room at night'}",,"{'IP_address': '31.55.78.170', 'Wifi_network': 'now', 'Device_ID': 'fd3772e1-7fd8-494f-ac97-2a4e91f7e442'}",Can I add multiple users?
Alicia Miller,43,"New Amyland, Cote d'Ivoire","{'device': 'Smart Lock', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-27 11:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '209.44.125.235', 'Wifi_network': 'our', 'Device_ID': 'efa6ee4e-be41-4473-9d54-1436e23495ba'}",
Paula Boyd,27,"Donnaburgh, Albania","{'device': 'Security Camera', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 06:44:53'}",,"{'time': '2023-10-27 13:44:53', 'activity': 'Motion in living room at night'}",,"{'IP_address': '202.210.162.125', 'Wifi_network': 'base', 'Device_ID': '2f1468ba-760e-4139-b601-e6809d430e85'}",How do I set up voice recognition?
Michael Olson,53,"Dawnburgh, Iceland","{'device': 'Thermostat', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 15:44:53'}",,"{'time': '2023-10-27 08:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '160.20.51.101', 'Wifi_network': 'seat', 'Device_ID': '1a96ed74-d5ce-432d-9158-1787874c08de'}",Can I add multiple users?
Aaron Rogers,72,"Lake Adrianchester, Reunion","{'device': 'Smart Light', 'usage_start': '2023-10-27 05:44:53', 'usage_end': '2023-10-27 23:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '34.123.181.30', 'Wifi_network': 'tell', 'Device_ID': 'c779cb2c-9928-48c7-8125-da997e8d45d2'}",Can I add multiple users?
Corey Vargas,25,"East Lauren, Guinea","{'device': 'Smart Light', 'usage_start': '2023-10-27 08:44:53', 'usage_end': '2023-10-27 21:44:53'}",,"{'time': '2023-10-28 04:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '28.139.77.35', 'Wifi_network': 'our', 'Device_ID': '9227b685-5396-4564-9713-9a6ec5ca327b'}",Device not responding
Sarah Hicks,74,"Beasleyberg, Turks and Caicos Islands","{'device': 'Thermostat', 'usage_start': '2023-10-27 22:44:53', 'usage_end': '2023-10-27 07:44:53'}",,"{'time': '2023-10-27 11:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '149.248.192.39', 'Wifi_network': 'vote', 'Device_ID': 'ddcb19d0-3c64-48ae-b9b1-f083b84dfbc5'}",
Emily Davidson,22,"New Beth, Congo","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-28 00:44:53'}",Play music,"{'time': '2023-10-27 22:44:53', 'activity': None}",,"{'IP_address': '219.56.180.197', 'Wifi_network': 'worry', 'Device_ID': 'c1b3a9a5-fe8f-4aac-bbc2-3c38f5e6410c'}",
Stephanie Navarro,37,"East Michelle, Uganda","{'device': 'Security Camera', 'usage_start': '2023-10-28 01:44:53', 'usage_end': '2023-10-27 06:44:53'}",,"{'time': '2023-10-27 19:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '176.170.225.22', 'Wifi_network': 'whole', 'Device_ID': '78b665d0-b82a-40f7-a39a-1054a3727ccf'}",
