Name,Age,Nationality,Travel Preference,Loyalty Program Status,Past Travel Detail,Payment Detail,Booking Pattern,User Feedback
Daniel Ryan,59,Honduras,Eco-friendly,Gold,"{'destination': 'Rogersville', 'duration': '7 days', 'hotel_stay': 'Williams-Chase', 'activity': 'Shopping'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 10, 6), 'amount': '$811'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Have human accept involve open beautiful.'}"
Joshua Green,38,Equatorial Guinea,Adventure,Platinum,"{'destination': 'New Glen', 'duration': '13 days', 'hotel_stay': 'Perez-Martinez', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 8, 7), 'amount': '$5293'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 1, 'comments': 'Value well see around choose.'}"
Michael Carlson,39,Lithuania,Eco-friendly,Platinum,"{'destination': 'Lake Taraton', 'duration': '7 days', 'hotel_stay': 'Robertson-Bush', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 2, 15), 'amount': '$6890'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Personal might good.'}"
David Jones,30,Romania,Cultural,Silver,"{'destination': 'West Karen', 'duration': '14 days', 'hotel_stay': 'Jones-Baldwin', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 9, 23), 'amount': '$8020'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Mrs take strong continue traditional deep color.'}"
Mark Ramirez,57,Albania,Eco-friendly,Silver,"{'destination': 'Port Nicholas', 'duration': '13 days', 'hotel_stay': 'Gonzales, Lopez and Wilkinson', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 4, 10), 'amount': '$8921'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Truth information young card large begin.'}"
Jodi Moore,35,Congo,Budget,Platinum,"{'destination': 'Lake Andrea', 'duration': '3 days', 'hotel_stay': 'Wagner, Lin and Smith', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 12, 19), 'amount': '$3092'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 1, 'comments': 'Relate still drug community itself after.'}"
Erica Kelly,54,Korea,Adventure,Silver,"{'destination': 'East Anna', 'duration': '5 days', 'hotel_stay': 'Williams-Lewis', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 9, 2), 'amount': '$5808'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Without base information everything culture modern.'}"
Brittany Thompson,19,Malawi,Luxury,Bronze,"{'destination': 'North Theresaburgh', 'duration': '2 days', 'hotel_stay': 'Cantrell-Delgado', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 10, 6), 'amount': '$955'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Table society conference statement.'}"
William Martinez,37,Aruba,Adventure,Silver,"{'destination': 'Christinefort', 'duration': '9 days', 'hotel_stay': 'Booker PLC', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 4, 25), 'amount': '$7186'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Increase operation every.'}"
Andrea Hull,23,Lesotho,Cultural,Gold,"{'destination': 'Lake Barbara', 'duration': '2 days', 'hotel_stay': 'Martinez, Moon and Duncan', 'activity': 'Shopping'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 2, 10), 'amount': '$5424'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'And reality seat Republican letter.'}"
Melinda Adams,28,Malawi,Adventure,Gold,"{'destination': 'New Drewstad', 'duration': '3 days', 'hotel_stay': 'Parks, Joseph and Ferguson', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 3, 16), 'amount': '$3400'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Without worker record two great.'}"
Stephen Gibson,42,Iran,Adventure,Silver,"{'destination': 'Tinamouth', 'duration': '14 days', 'hotel_stay': 'Shaw PLC', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 8, 21), 'amount': '$9445'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Particularly visit against effect walk ask perhaps.'}"
Tammy Daniels,51,Solomon Islands,Business,Bronze,"{'destination': 'Robinsonhaven', 'duration': '5 days', 'hotel_stay': 'Brown, Snyder and Ramirez', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 4, 24), 'amount': '$4461'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Perform staff bar central mouth between.'}"
Jose Copeland,59,Egypt,Eco-friendly,Gold,"{'destination': 'Marcusbury', 'duration': '6 days', 'hotel_stay': 'Sanchez-Gonzalez', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 5, 22), 'amount': '$4714'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Even whether various activity have.'}"
Zachary Ryan,41,Cayman Islands,Business,Platinum,"{'destination': 'New Joseph', 'duration': '10 days', 'hotel_stay': 'Tran-Smith', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 4, 9), 'amount': '$8810'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'On commercial daughter build change.'}"
Vanessa Lucas,47,Nauru,Cultural,Silver,"{'destination': 'New Omar', 'duration': '2 days', 'hotel_stay': 'Murphy, Terry and Jones', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 11, 8), 'amount': '$5853'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Point more party because.'}"
Jacob Gonzalez,47,Northern Mariana Islands,Business,Platinum,"{'destination': 'Oliverberg', 'duration': '11 days', 'hotel_stay': 'Clayton-Wade', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 2, 7), 'amount': '$2958'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Sport might his new.'}"
Brandy Bishop,51,French Southern Territories,Cultural,Platinum,"{'destination': 'New Alyssamouth', 'duration': '1 days', 'hotel_stay': 'Prince Ltd', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 7, 28), 'amount': '$7723'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'Perhaps way particular.'}"
Pamela Clark,31,Turkmenistan,Adventure,Bronze,"{'destination': 'Webbside', 'duration': '8 days', 'hotel_stay': 'Collins-King', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 6, 30), 'amount': '$788'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Address knowledge personal single building possible.'}"
Sandra Williams,35,Vanuatu,Luxury,Platinum,"{'destination': 'Kimberlyborough', 'duration': '4 days', 'hotel_stay': 'Crawford-Rose', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 5, 23), 'amount': '$6710'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Page necessary season wife without.'}"
Andrew Cruz,41,Saint Helena,Business,Silver,"{'destination': 'North Kevin', 'duration': '14 days', 'hotel_stay': 'Russo, Scott and Hill', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 5, 12), 'amount': '$9526'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Art situation technology body.'}"
Nathan Berger,45,France,Adventure,Platinum,"{'destination': 'Andradestad', 'duration': '10 days', 'hotel_stay': 'Higgins Ltd', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 8, 5), 'amount': '$4221'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Require nation military understand home win news.'}"
Lauren Bailey,24,Iceland,Business,Gold,"{'destination': 'Robynton', 'duration': '3 days', 'hotel_stay': 'Barber and Sons', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 10, 9), 'amount': '$8997'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Letter deep meeting note movement exactly.'}"
Matthew Tran,21,Somalia,Business,Silver,"{'destination': 'Rodriguezbury', 'duration': '5 days', 'hotel_stay': 'Clark-Jackson', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 10, 3), 'amount': '$3978'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Space second common city.'}"
Tamara Delgado,36,Morocco,Eco-friendly,Platinum,"{'destination': 'East Sabrina', 'duration': '5 days', 'hotel_stay': 'Lynch-Clark', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 2, 11), 'amount': '$5596'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 1, 'comments': 'Fund only dark something according suddenly popular miss.'}"
Tammy Miller,42,Holy See (Vatican City State),Eco-friendly,Gold,"{'destination': 'West Davidport', 'duration': '6 days', 'hotel_stay': 'Clark LLC', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 10, 7), 'amount': '$4320'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Detail value such own hospital need crime.'}"
Eric Nelson,37,Colombia,Adventure,Silver,"{'destination': 'North Linda', 'duration': '6 days', 'hotel_stay': 'Mcdonald-Flores', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 6, 8), 'amount': '$4734'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Improve clear property crime north customer away.'}"
Kenneth Rivera,39,Lao People's Democratic Republic,Luxury,Bronze,"{'destination': 'Lemouth', 'duration': '4 days', 'hotel_stay': 'Kim Group', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 3, 10), 'amount': '$9040'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Hold hand material the yeah threat become.'}"
David Ayers,53,Montenegro,Eco-friendly,Silver,"{'destination': 'Garrettville', 'duration': '5 days', 'hotel_stay': 'Gardner, Nichols and Ruiz', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 12, 8), 'amount': '$5626'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Blood understand that.'}"
Christina Whitaker,59,Micronesia,Luxury,Silver,"{'destination': 'Oliverview', 'duration': '9 days', 'hotel_stay': 'Frank-Church', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 9, 5), 'amount': '$4073'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Heart huge official buy as heart.'}"
Sarah Ferguson,59,Bosnia and Herzegovina,Eco-friendly,Bronze,"{'destination': 'Lake Nicholasport', 'duration': '12 days', 'hotel_stay': 'Singleton-Lopez', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 1, 31), 'amount': '$7824'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'Director minute room quickly might might.'}"
Luis Porter,53,Ethiopia,Luxury,Bronze,"{'destination': 'South Erinville', 'duration': '13 days', 'hotel_stay': 'Brooks-Taylor', 'activity': 'Local cuisine tasting'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 8, 24), 'amount': '$4030'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Man product natural.'}"
Amy Ford,58,Mexico,Budget,Gold,"{'destination': 'Jasminefurt', 'duration': '14 days', 'hotel_stay': 'Silva LLC', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 2, 4), 'amount': '$979'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Glass democratic operation indeed leg tax.'}"
Vincent Bridges,33,Luxembourg,Adventure,Silver,"{'destination': 'East Sandra', 'duration': '5 days', 'hotel_stay': 'Townsend-Johnson', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 2, 19), 'amount': '$2147'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Reduce arm interest history describe in.'}"
Paul Kennedy,52,Hungary,Eco-friendly,Bronze,"{'destination': 'Thomasstad', 'duration': '8 days', 'hotel_stay': 'Montgomery-Leach', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 4, 27), 'amount': '$7564'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Treatment toward leg then law wall two.'}"
Diane Johnson,47,Haiti,Business,Platinum,"{'destination': 'Petersonside', 'duration': '14 days', 'hotel_stay': 'Bowman PLC', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 7, 18), 'amount': '$4931'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Notice pay chance large example base computer.'}"
Angela Morris,39,Canada,Adventure,Silver,"{'destination': 'Gonzalezberg', 'duration': '6 days', 'hotel_stay': 'Butler-Martinez', 'activity': 'Local cuisine tasting'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 12, 13), 'amount': '$5140'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Reflect million himself north but.'}"
Kyle Reyes,54,Panama,Budget,Silver,"{'destination': 'Jasonton', 'duration': '13 days', 'hotel_stay': 'May-Munoz', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 9, 26), 'amount': '$8514'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'What reduce maybe ten.'}"
Barbara Bowman,27,Uganda,Cultural,Platinum,"{'destination': 'Flynnport', 'duration': '2 days', 'hotel_stay': 'Johnson, Clark and Wilcox', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 9, 13), 'amount': '$6344'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Increase reduce direction situation part.'}"
Angela Bruce,18,Serbia,Luxury,Bronze,"{'destination': 'East Tommystad', 'duration': '3 days', 'hotel_stay': 'Rush Ltd', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 5, 5), 'amount': '$112'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'She year six leader likely film cause.'}"
Brooke Contreras,32,Latvia,Business,Platinum,"{'destination': 'Lake Matthewbury', 'duration': '12 days', 'hotel_stay': 'Sanchez, Brown and Knight', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 3, 21), 'amount': '$4204'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Foreign girl free eight image radio.'}"
