Name,Age,Location,Allergens,Dietary Restriction,Dining Experience,User Interaction
Kristin Valdez,54,Lisamouth,"['Shellfish', 'Wheat']",Halal,"{'restaurant_name': 'Curtis Inc', 'meal_type': 'Starter', 'menu_selection': 'Toward significant almost.', 'special_requests': 'Shellfish, Wheat', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Debate increase first plant piece.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Profile Private'}"
Lindsey Caldwell MD,45,South Matthew,"['Milk', 'Egg', 'Wheat']",Keto,"{'restaurant_name': 'Willis and Sons', 'meal_type': 'Drink', 'menu_selection': 'Campaign very summer project.', 'special_requests': 'Milk, Egg, Wheat', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Film child discover city market.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Jeremy Davies,45,North Sherri,"['Milk', 'Egg']",Vegan,"{'restaurant_name': 'Kelly-Davis', 'meal_type': 'Starter', 'menu_selection': 'Plant present movie wear crime others form.', 'special_requests': 'Milk, Egg', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Agreement seat enjoy take.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Robert Douglas,23,West Barbara,['Soy'],Vegan,"{'restaurant_name': 'Doyle-Ford', 'meal_type': 'Dessert', 'menu_selection': 'Town age successful professional.', 'special_requests': 'Soy', 'feedback': 'Neutral'}","{'staff_interaction': 'Every produce sound quickly ball.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Jeffrey Roberts,59,Nancyville,"['Shellfish', 'Fish', 'Peanuts']",Kosher,"{'restaurant_name': 'Miller, Sanchez and Ryan', 'meal_type': 'Main Course', 'menu_selection': 'Huge story network cultural cultural southern.', 'special_requests': 'Shellfish, Fish, Peanuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Station safe policy ever seat boy describe bed.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Elizabeth Duran,29,Stewartland,['Milk'],Halal,"{'restaurant_name': 'Fowler PLC', 'meal_type': 'Starter', 'menu_selection': 'On nation level hand wind real many.', 'special_requests': 'Milk', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Town seven why hair act really American.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Kimberly Baker,45,North Chadbury,"['Soy', 'Egg']",Vegan,"{'restaurant_name': 'Mitchell Ltd', 'meal_type': 'Drink', 'menu_selection': 'Affect much especially lay.', 'special_requests': 'Soy, Egg', 'feedback': 'Satisfied'}","{'staff_interaction': 'Painting call audience determine wish figure.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Joe Williams,59,South Melindaton,[],Halal,"{'restaurant_name': 'Butler-Roberts', 'meal_type': 'Dessert', 'menu_selection': 'Himself let five available nation upon.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Goal drop onto play lose product record.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Kristin Chandler,29,Millermouth,[],Vegan,"{'restaurant_name': 'Chavez PLC', 'meal_type': 'Drink', 'menu_selection': 'Movement how add fine.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Kitchen reality them decide perhaps shoulder.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Most Details Public'}"
Micheal Ward,21,Jillshire,[],Halal,"{'restaurant_name': 'Rojas-Reed', 'meal_type': 'Starter', 'menu_selection': 'Data example determine box.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Relationship game popular baby standard type open.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Kelly Hanson,50,Teresaton,"['Wheat', 'Shellfish', 'Milk']",Gluten Free,"{'restaurant_name': 'Ruiz, Davis and Summers', 'meal_type': 'Drink', 'menu_selection': 'Down player south many mouth skill.', 'special_requests': 'Wheat, Shellfish, Milk', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'You next exist away get put main television.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Jasmine Gross,53,New Markmouth,"['Tree nuts', 'Egg', 'Shellfish']",Vegetarian,"{'restaurant_name': 'Huff Inc', 'meal_type': 'Dessert', 'menu_selection': 'Drug house method though plan.', 'special_requests': 'Tree nuts, Egg, Shellfish', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Health sport drive sport ball democratic.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Nicholas Spencer,45,Karenburgh,[],Keto,"{'restaurant_name': 'Rubio, Lopez and Mcgee', 'meal_type': 'Drink', 'menu_selection': 'Suddenly while add letter cup.', 'special_requests': 'None', 'feedback': 'Satisfied'}","{'staff_interaction': 'Know themselves process read.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Sierra Rojas,59,Penaburgh,"['Egg', 'Soy']",Gluten Free,"{'restaurant_name': 'Bradley Inc', 'meal_type': 'Starter', 'menu_selection': 'Serious environmental candidate animal raise sport.', 'special_requests': 'Egg, Soy', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Situation toward relationship town.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Cory Lawrence,45,Frederickfort,['Tree nuts'],Low Fat,"{'restaurant_name': 'Moore, Benson and Clark', 'meal_type': 'Drink', 'menu_selection': 'Protect road reality.', 'special_requests': 'Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Talk rate yeah maintain less.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Paige Long,50,Aimeeview,"['Tree nuts', 'Wheat', 'Milk']",Keto,"{'restaurant_name': 'Thomas-Sosa', 'meal_type': 'Starter', 'menu_selection': 'None admit I president science with glass.', 'special_requests': 'Tree nuts, Wheat, Milk', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Major role ready bed mention.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Sandra Wallace,30,North Thomastown,"['Egg', 'Tree nuts']",Vegetarian,"{'restaurant_name': 'Quinn, Powell and Miranda', 'meal_type': 'Main Course', 'menu_selection': 'Cup military participant.', 'special_requests': 'Egg, Tree nuts', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Finish carry bar lawyer number its plan.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Tara Harris MD,29,South Ericamouth,['Fish'],Keto,"{'restaurant_name': 'Green Ltd', 'meal_type': 'Starter', 'menu_selection': 'Some western space either.', 'special_requests': 'Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'After place address buy activity.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Private'}"
Valerie Anderson,43,New Donna,"['Peanuts', 'Egg', 'Tree nuts']",Keto,"{'restaurant_name': 'Jones, Burnett and Spence', 'meal_type': 'Drink', 'menu_selection': 'Middle leg everything son check.', 'special_requests': 'Peanuts, Egg, Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Interesting social understand see money race.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Kevin Torres,60,South Jason,['Soy'],Low Fat,"{'restaurant_name': 'Turner Group', 'meal_type': 'Starter', 'menu_selection': 'Point structure official accept who property sister sign.', 'special_requests': 'Soy', 'feedback': 'Neutral'}","{'staff_interaction': 'Late pattern himself worry.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
Christine Hamilton,58,East Christopher,"['Shellfish', 'Tree nuts', 'Wheat']",Gluten Free,"{'restaurant_name': 'Gomez, Jackson and Rodriguez', 'meal_type': 'Starter', 'menu_selection': 'Produce value head maybe spring.', 'special_requests': 'Shellfish, Tree nuts, Wheat', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Risk shake wait.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Michael Dorsey,24,Grantstad,['Egg'],Vegetarian,"{'restaurant_name': 'Riley Inc', 'meal_type': 'Dessert', 'menu_selection': 'Laugh region training.', 'special_requests': 'Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'Forward per who appear hundred.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Some Details Public'}"
Jonathan Hall,52,Lloydburgh,"['Tree nuts', 'Soy']",Gluten Free,"{'restaurant_name': 'Harris, Wagner and Mcclure', 'meal_type': 'Main Course', 'menu_selection': 'Network lot capital author.', 'special_requests': 'Tree nuts, Soy', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Main mind at to.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Kevin Walters,46,New Scottberg,['Peanuts'],Halal,"{'restaurant_name': 'Wagner Group', 'meal_type': 'Dessert', 'menu_selection': 'Design agency since notice around voice.', 'special_requests': 'Peanuts', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Parent decide blue song.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Jamie Weaver,44,Davismouth,[],Halal,"{'restaurant_name': 'Houston Inc', 'meal_type': 'Drink', 'menu_selection': 'True now current fire.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Particular over especially out way action.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Most Details Public'}"
Shannon Stewart,29,Pattonborough,[],Vegetarian,"{'restaurant_name': 'Murphy LLC', 'meal_type': 'Starter', 'menu_selection': 'Beyond Democrat street well night loss.', 'special_requests': 'None', 'feedback': 'Satisfied'}","{'staff_interaction': 'Consumer with while.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Terry Hall,43,Lake Cody,[],Halal,"{'restaurant_name': 'Williams, Williams and Grant', 'meal_type': 'Starter', 'menu_selection': 'Any wear also central future science near.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Own senior result pay.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Nancy Ellis,32,Jerryport,"['Milk', 'Wheat']",Gluten Free,"{'restaurant_name': 'Solis-Stanley', 'meal_type': 'Starter', 'menu_selection': 'Group specific wind weight three site.', 'special_requests': 'Milk, Wheat', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Bring rock out response trial every.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Profile Public'}"
Peter Walker,45,East Sueton,"['Shellfish', 'Milk']",Keto,"{'restaurant_name': 'Rivera Inc', 'meal_type': 'Main Course', 'menu_selection': 'Area start century face stuff just.', 'special_requests': 'Shellfish, Milk', 'feedback': 'Satisfied'}","{'staff_interaction': 'Table continue information red.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Fernando Owens,40,Joneschester,['Fish'],Vegan,"{'restaurant_name': 'Kelly PLC', 'meal_type': 'Drink', 'menu_selection': 'News join consumer fear think.', 'special_requests': 'Fish', 'feedback': 'Neutral'}","{'staff_interaction': 'Happen position situation month two.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Most Details Public'}"
Matthew Taylor,60,New Nicholas,"['Peanuts', 'Egg', 'Tree nuts']",Gluten Free,"{'restaurant_name': 'Cruz Group', 'meal_type': 'Drink', 'menu_selection': 'Money claim little way spend main loss.', 'special_requests': 'Peanuts, Egg, Tree nuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Seek can bank medical sometimes garden someone hot.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Public'}"
Sarah Velez,57,Kellystad,"['Tree nuts', 'Fish', 'Shellfish']",Gluten Free,"{'restaurant_name': 'Rodriguez, Mcdowell and Mcknight', 'meal_type': 'Dessert', 'menu_selection': 'Notice well report sometimes voice value cause.', 'special_requests': 'Tree nuts, Fish, Shellfish', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Pick collection product mention rather fly health.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Robin Burton,52,Zunigaside,['Milk'],Gluten Free,"{'restaurant_name': 'Jackson, Daniels and Rodriguez', 'meal_type': 'Drink', 'menu_selection': 'Ability thousand medical culture day vote.', 'special_requests': 'Milk', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Time miss social.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Daniel Jones,20,Lake Pamela,['Fish'],Vegetarian,"{'restaurant_name': 'Yang Ltd', 'meal_type': 'Dessert', 'menu_selection': 'My ok property pressure pretty image.', 'special_requests': 'Fish', 'feedback': 'Neutral'}","{'staff_interaction': 'Team name deep product decide.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Michael Gross,37,Thomasland,"['Milk', 'Egg']",Halal,"{'restaurant_name': 'Coleman PLC', 'meal_type': 'Drink', 'menu_selection': 'Decision dog quite.', 'special_requests': 'Milk, Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'Head guy run meeting share product.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Troy Foster,41,Spencerview,"['Tree nuts', 'Peanuts']",Vegan,"{'restaurant_name': 'Simmons, Smith and Leach', 'meal_type': 'Starter', 'menu_selection': 'Huge lot law wide discover fine.', 'special_requests': 'Tree nuts, Peanuts', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Green war guess memory appear around build.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Melissa Griffin,52,Jamesmouth,[],Low Fat,"{'restaurant_name': 'Freeman-Hopkins', 'meal_type': 'Drink', 'menu_selection': 'Culture rule ago sport other.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'National name why.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Vanessa Martinez,59,Lake Stephanieberg,['Wheat'],Kosher,"{'restaurant_name': 'Garcia, Brown and Gibson', 'meal_type': 'Drink', 'menu_selection': 'Rest ask generation deep after free others.', 'special_requests': 'Wheat', 'feedback': 'Neutral'}","{'staff_interaction': 'Strong down page physical house commercial worry.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Sally Thomas,34,Hunterfort,"['Shellfish', 'Soy']",Keto,"{'restaurant_name': 'Gutierrez, Alvarez and Cobb', 'meal_type': 'Drink', 'menu_selection': 'Goal owner candidate sure our summer budget.', 'special_requests': 'Shellfish, Soy', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Skill pretty plan weight west including sense.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Stacy Ortega,25,Jodymouth,"['Wheat', 'Tree nuts', 'Soy']",Vegetarian,"{'restaurant_name': 'Peters, Mason and Phillips', 'meal_type': 'Dessert', 'menu_selection': 'Maybe like anyone model chair.', 'special_requests': 'Wheat, Tree nuts, Soy', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Small pattern full price.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Profile Private'}"
